# Species	Genes	Alg.-Conn.	s6.faa	s7.faa	s5.faa	s3.faa	s4.faa	s2.faa	s1.faa
5	5	1	lcl|NC_009782.1_prot_WP_001053372.1_1408	lcl|NC_009641.1_prot_WP_001053371.1_1401	lcl|NC_002758.2_prot_WP_001053372.1_1407	*	lcl|NC_002745.2_prot_WP_001053372.1_1292	*	lcl|NC_007795.1_prot_YP_499837.1_1193
7	7	1	lcl|NC_009782.1_prot_WP_001054128.1_2919	lcl|NC_009641.1_prot_WP_001054118.1_2977	lcl|NC_002758.2_prot_WP_001054128.1_2918	lcl|NC_017333.1_prot_WP_001054114.1_2885	lcl|NC_002745.2_prot_WP_001054128.1_2818	lcl|NC_007622.1_prot_WP_001054126.1_2778	lcl|NC_007795.1_prot_YP_501492.1_2759
7	7	1	lcl|NC_009782.1_prot_WP_001055897.1_391	lcl|NC_009641.1_prot_WP_001055897.1_422	lcl|NC_002758.2_prot_WP_001055897.1_391	lcl|NC_017333.1_prot_WP_001055897.1_471	lcl|NC_002745.2_prot_WP_001055897.1_390	lcl|NC_007622.1_prot_WP_001055897.1_357	lcl|NC_007795.1_prot_YP_498946.1_328
6	6	0.667	lcl|NC_009782.1_prot_WP_001056193.1_870	lcl|NC_009641.1_prot_WP_001056178.1_866	lcl|NC_002758.2_prot_WP_001056193.1_869	lcl|NC_017333.1_prot_912	lcl|NC_002745.2_prot_WP_001056195.1_819	*	lcl|NC_007795.1_prot_YP_499368.1_738
7	7	1	lcl|NC_009782.1_prot_WP_001056483.1_448	lcl|NC_009641.1_prot_WP_000784024.1_451	lcl|NC_002758.2_prot_WP_001056483.1_448	lcl|NC_017333.1_prot_WP_001242996.1_518	lcl|NC_002745.2_prot_WP_001056483.1_420	lcl|NC_007622.1_prot_WP_000784031.1_415	lcl|NC_007795.1_prot_YP_498973.1_355
7	7	1	lcl|NC_009782.1_prot_WP_001057052.1_2827	lcl|NC_009641.1_prot_WP_001057051.1_2880	lcl|NC_002758.2_prot_WP_001057052.1_2826	lcl|NC_017333.1_prot_WP_001057046.1_2795	lcl|NC_002745.2_prot_WP_001057052.1_2726	lcl|NC_007622.1_prot_WP_001057063.1_2683	lcl|NC_007795.1_prot_YP_501397.1_2667
5	5	1	lcl|NC_009782.1_prot_WP_001057759.1_865	lcl|NC_009641.1_prot_WP_001057759.1_861	lcl|NC_002758.2_prot_WP_001057759.1_864	*	lcl|NC_002745.2_prot_WP_001057759.1_814	*	lcl|NC_007795.1_prot_YP_499363.1_733
7	7	1	lcl|NC_009782.1_prot_WP_001057965.1_801	lcl|NC_009641.1_prot_WP_001057965.1_821	lcl|NC_002758.2_prot_WP_001057965.1_800	lcl|NC_017333.1_prot_WP_001057961.1_870	lcl|NC_002745.2_prot_WP_001057965.1_773	lcl|NC_007622.1_prot_WP_001057972.1_763	lcl|NC_007795.1_prot_YP_499324.1_696
7	7	1	lcl|NC_009782.1_prot_WP_001058111.1_2215	lcl|NC_009641.1_prot_WP_001058111.1_2267	lcl|NC_002758.2_prot_WP_001058111.1_2214	lcl|NC_017333.1_prot_WP_001058377.1_2192	lcl|NC_002745.2_prot_WP_001058111.1_2099	lcl|NC_007622.1_prot_WP_001058106.1_2100	lcl|NC_007795.1_prot_YP_500774.1_2084
5	5	1	lcl|NC_009782.1_prot_WP_001058299.1_864	lcl|NC_009641.1_prot_WP_001058299.1_860	lcl|NC_002758.2_prot_WP_001058299.1_863	*	lcl|NC_002745.2_prot_WP_001058299.1_813	*	lcl|NC_007795.1_prot_YP_499362.1_732
7	7	1	lcl|NC_009782.1_prot_WP_001058580.1_1745	lcl|NC_009641.1_prot_WP_001058583.1_1736	lcl|NC_002758.2_prot_WP_001058580.1_1744	lcl|NC_017333.1_prot_WP_001058583.1_1794	lcl|NC_002745.2_prot_WP_001058587.1_1629	lcl|NC_007622.1_prot_WP_001058594.1_1624	lcl|NC_007795.1_prot_YP_500249.1_1584
7	7	1	lcl|NC_009782.1_prot_WP_001058848.1_2659	lcl|NC_009641.1_prot_WP_001058843.1_2712	lcl|NC_002758.2_prot_WP_001058848.1_2658	lcl|NC_017333.1_prot_WP_001058850.1_2637	lcl|NC_002745.2_prot_WP_001058848.1_2550	lcl|NC_007622.1_prot_WP_001058851.1_2530	lcl|NC_007795.1_prot_YP_501228.1_2507
7	7	1	lcl|NC_009782.1_prot_WP_001058993.1_2746	lcl|NC_009641.1_prot_WP_001066721.1_2802	lcl|NC_002758.2_prot_WP_001058993.1_2745	lcl|NC_017333.1_prot_WP_001058986.1_2721	lcl|NC_002745.2_prot_WP_001058993.1_2637	lcl|NC_007622.1_prot_WP_001063340.1_2608	lcl|NC_007795.1_prot_YP_501318.1_2591
7	7	1	lcl|NC_009782.1_prot_WP_001059079.1_2918	lcl|NC_009641.1_prot_WP_001059079.1_2976	lcl|NC_002758.2_prot_WP_001059079.1_2917	lcl|NC_017333.1_prot_WP_001059079.1_2884	lcl|NC_002745.2_prot_WP_001059079.1_2817	lcl|NC_007622.1_prot_WP_001059079.1_2777	lcl|NC_007795.1_prot_YP_501491.1_2758
7	7	1	lcl|NC_009782.1_prot_WP_001059082.1_875	lcl|NC_009641.1_prot_WP_001059082.1_871	lcl|NC_002758.2_prot_WP_001059082.1_874	lcl|NC_017333.1_prot_WP_001059082.1_917	lcl|NC_002745.2_prot_WP_001059082.1_824	lcl|NC_007622.1_prot_WP_001059082.1_814	lcl|NC_007795.1_prot_YP_499374.1_742
7	7	1	lcl|NC_009782.1_prot_WP_001059690.1_880	lcl|NC_009641.1_prot_WP_001059690.1_876	lcl|NC_002758.2_prot_WP_001059690.1_879	lcl|NC_017333.1_prot_WP_001059690.1_922	lcl|NC_002745.2_prot_WP_001059690.1_829	lcl|NC_007622.1_prot_WP_001059749.1_819	lcl|NC_007795.1_prot_YP_499379.1_747
7	7	1	lcl|NC_009782.1_prot_WP_001060140.1_22	lcl|NC_009641.1_prot_WP_001060131.1_22	lcl|NC_002758.2_prot_WP_001060140.1_22	lcl|NC_017333.1_prot_WP_001060144.1_22	lcl|NC_002745.2_prot_WP_001060140.1_22	lcl|NC_007622.1_prot_WP_001060134.1_24	lcl|NC_007795.1_prot_YP_498628.1_20
6	6	0.333	lcl|NC_009782.1_prot_WP_001060462.1_597	lcl|NC_009641.1_prot_WP_001060502.1_604	lcl|NC_002758.2_prot_WP_001060462.1_596	lcl|NC_017333.1_prot_WP_001060512.1_664	lcl|NC_002745.2_prot_WP_001060462.1_569	*	lcl|NC_007795.1_prot_YP_499117.1_495
7	7	1	lcl|NC_009782.1_prot_WP_001060837.1_1180	lcl|NC_009641.1_prot_WP_001060842.1_1102	lcl|NC_002758.2_prot_WP_001060837.1_1179	lcl|NC_017333.1_prot_WP_001060841.1_1167	lcl|NC_002745.2_prot_WP_001060842.1_1064	lcl|NC_007622.1_prot_WP_001060846.1_1054	lcl|NC_007795.1_prot_YP_499601.1_966
6	6	1	lcl|NC_009782.1_prot_WP_001060935.1_342	lcl|NC_009641.1_prot_WP_001060912.1_373	lcl|NC_002758.2_prot_WP_001060935.1_342	lcl|NC_017333.1_prot_WP_001060934.1_424	lcl|NC_002745.2_prot_WP_001060935.1_342	*	lcl|NC_007795.1_prot_YP_498899.1_282
7	7	1	lcl|NC_009782.1_prot_WP_001061264.1_700	lcl|NC_009641.1_prot_WP_001061252.1_719	lcl|NC_002758.2_prot_WP_001061264.1_699	lcl|NC_017333.1_prot_WP_001061267.1_773	lcl|NC_002745.2_prot_WP_001061264.1_672	lcl|NC_007622.1_prot_WP_001061258.1_666	lcl|NC_007795.1_prot_YP_499225.1_599
7	7	1	lcl|NC_009782.1_prot_WP_001062176.1_1666	lcl|NC_009641.1_prot_WP_001062180.1_1660	lcl|NC_002758.2_prot_WP_001062176.1_1665	lcl|NC_017333.1_prot_WP_001062170.1_1719	lcl|NC_002745.2_prot_WP_001062176.1_1550	lcl|NC_007622.1_prot_WP_001062167.1_1548	lcl|NC_007795.1_prot_YP_500170.1_1511
7	7	1	lcl|NC_009782.1_prot_WP_001062663.1_2737	lcl|NC_009641.1_prot_WP_001062658.1_2790	lcl|NC_002758.2_prot_WP_001062663.1_2736	lcl|NC_017333.1_prot_WP_001062665.1_2712	lcl|NC_002745.2_prot_WP_001062663.1_2628	lcl|NC_007622.1_prot_WP_001062647.1_2598	lcl|NC_007795.1_prot_YP_501306.1_2579
7	7	1	lcl|NC_009782.1_prot_WP_001062946.1_1537	lcl|NC_009641.1_prot_WP_001062936.1_1530	lcl|NC_002758.2_prot_WP_001062946.1_1536	lcl|NC_017333.1_prot_WP_001062948.1_1519	lcl|NC_002745.2_prot_WP_001062946.1_1421	lcl|NC_007622.1_prot_WP_001062941.1_1407	lcl|NC_007795.1_prot_YP_499968.1_1315
7	7	1	lcl|NC_009782.1_prot_WP_001062972.1_752	lcl|NC_009641.1_prot_WP_001062972.1_771	lcl|NC_002758.2_prot_WP_001062972.1_751	lcl|NC_017333.1_prot_WP_001062967.1_823	lcl|NC_002745.2_prot_WP_001062972.1_724	lcl|NC_007622.1_prot_WP_001062971.1_717	lcl|NC_007795.1_prot_YP_499278.1_651
7	7	1	lcl|NC_009782.1_prot_WP_001062984.1_477	lcl|NC_009641.1_prot_WP_001062982.1_482	lcl|NC_002758.2_prot_WP_001062984.1_476	lcl|NC_017333.1_prot_WP_001062981.1_540	lcl|NC_002745.2_prot_WP_001062984.1_449	lcl|NC_007622.1_prot_WP_001062990.1_438	lcl|NC_007795.1_prot_YP_498996.1_377
7	7	1	lcl|NC_009782.1_prot_WP_001063553.1_1249	lcl|NC_009641.1_prot_WP_001063559.1_1234	lcl|NC_002758.2_prot_WP_001063556.1_1248	lcl|NC_017333.1_prot_WP_000794662.1_1236	lcl|NC_002745.2_prot_WP_001063553.1_1133	lcl|NC_007622.1_prot_WP_001063564.1_1122	lcl|NC_007795.1_prot_YP_499669.1_1031
7	7	1	lcl|NC_009782.1_prot_WP_001064825.1_2611	lcl|NC_009641.1_prot_WP_001064838.1_2663	lcl|NC_002758.2_prot_WP_001064825.1_2610	lcl|NC_017333.1_prot_WP_001064818.1_2596	lcl|NC_002745.2_prot_WP_001064825.1_2502	lcl|NC_007622.1_prot_WP_011382382.1_2486	lcl|NC_007795.1_prot_YP_501182.1_2463
7	13	0.607	lcl|NC_009782.1_prot_WP_001065109.1_939	lcl|NC_009641.1_prot_WP_001065091.1_2186,lcl|NC_009641.1_prot_WP_001065083.1_327,lcl|NC_009641.1_prot_WP_001065083.1_2039,lcl|NC_009641.1_prot_WP_001065083.1_1156	lcl|NC_002758.2_prot_WP_001065109.1_938	lcl|NC_017333.1_prot_WP_001065067.1_374,lcl|NC_017333.1_prot_WP_001065067.1_1622	lcl|NC_002745.2_prot_WP_001065108.1_2004	lcl|NC_007622.1_prot_WP_001064959.1_1874	lcl|NC_007795.1_prot_YP_500692.1_2007,lcl|NC_007795.1_prot_YP_500552.1_1872,lcl|NC_007795.1_prot_YP_500069.1_1413
7	7	1	lcl|NC_009782.1_prot_WP_001065268.1_2830	lcl|NC_009641.1_prot_WP_001065268.1_2883	lcl|NC_002758.2_prot_WP_001065268.1_2829	lcl|NC_017333.1_prot_WP_001065267.1_2798	lcl|NC_002745.2_prot_WP_001065268.1_2729	lcl|NC_007622.1_prot_WP_001065267.1_2686	lcl|NC_007795.1_prot_YP_501400.1_2670
7	7	1	lcl|NC_009782.1_prot_WP_001065591.1_2895	lcl|NC_009641.1_prot_WP_001065590.1_2949	lcl|NC_002758.2_prot_WP_001065591.1_2894	lcl|NC_017333.1_prot_WP_001065579.1_2864	lcl|NC_002745.2_prot_WP_001065591.1_2794	lcl|NC_007622.1_prot_WP_001065583.1_2753	lcl|NC_007795.1_prot_YP_501464.1_2731
7	7	1	lcl|NC_009782.1_prot_WP_001065801.1_898	lcl|NC_009641.1_prot_WP_001065801.1_892	lcl|NC_002758.2_prot_WP_001065801.1_897	lcl|NC_017333.1_prot_WP_001065802.1_938	lcl|NC_002745.2_prot_WP_001065801.1_855	lcl|NC_007622.1_prot_WP_001065798.1_834	lcl|NC_007795.1_prot_YP_499395.1_763
7	7	1	lcl|NC_009782.1_prot_WP_001066548.1_285	lcl|NC_009641.1_prot_WP_001066545.1_238	lcl|NC_002758.2_prot_WP_001066548.1_285	lcl|NC_017333.1_prot_WP_001066542.1_297	lcl|NC_002745.2_prot_WP_001066548.1_285	lcl|NC_007622.1_prot_WP_001044502.1_237	lcl|NC_007795.1_prot_YP_498841.1_225
5	5	1	lcl|NC_009782.1_prot_WP_001067052.1_1060	lcl|NC_009641.1_prot_WP_001067038.1_981	lcl|NC_002758.2_prot_WP_001067052.1_1059	*	lcl|NC_002745.2_prot_WP_001067052.1_944	*	lcl|NC_007795.1_prot_YP_499482.1_849
7	7	1	lcl|NC_009782.1_prot_WP_001067261.1_591	lcl|NC_009641.1_prot_WP_001067262.1_598	lcl|NC_002758.2_prot_WP_001067261.1_590	lcl|NC_017333.1_prot_WP_001067260.1_658	lcl|NC_002745.2_prot_WP_001067261.1_563	lcl|NC_007622.1_prot_WP_001067398.1_553	lcl|NC_007795.1_prot_YP_499111.1_489
7	7	1	lcl|NC_009782.1_prot_WP_001067294.1_1024	lcl|NC_009641.1_prot_WP_001067294.1_943	lcl|NC_002758.2_prot_WP_001067294.1_1023	lcl|NC_017333.1_prot_WP_001067294.1_988	lcl|NC_002745.2_prot_WP_001067294.1_908	lcl|NC_007622.1_prot_WP_001067294.1_894	lcl|NC_007795.1_prot_YP_499445.1_813
7	7	1	lcl|NC_009782.1_prot_WP_001068337.1_1008	lcl|NC_009641.1_prot_WP_001068337.1_927	lcl|NC_002758.2_prot_WP_001068337.1_1007	lcl|NC_017333.1_prot_WP_001068337.1_972	lcl|NC_002745.2_prot_WP_001068337.1_892	lcl|NC_007622.1_prot_WP_001068337.1_877	lcl|NC_007795.1_prot_YP_499429.1_797
7	7	1	lcl|NC_009782.1_prot_WP_001068501.1_777	lcl|NC_009641.1_prot_WP_001068497.1_794	lcl|NC_002758.2_prot_WP_001068501.1_776	lcl|NC_017333.1_prot_WP_001068490.1_845	lcl|NC_002745.2_prot_WP_001068501.1_749	lcl|NC_007622.1_prot_WP_001068497.1_738	lcl|NC_007795.1_prot_YP_499300.1_672
7	7	1	lcl|NC_009782.1_prot_WP_001068542.1_2077	lcl|NC_009641.1_prot_WP_001068542.1_2139	lcl|NC_002758.2_prot_WP_001068542.1_2076	lcl|NC_017333.1_prot_WP_001068535.1_2145	lcl|NC_002745.2_prot_WP_001068542.1_1960	lcl|NC_007622.1_prot_WP_001068537.1_2023	lcl|NC_007795.1_prot_YP_500648.1_1966
7	7	1	lcl|NC_009782.1_prot_WP_001070676.1_612	lcl|NC_009641.1_prot_WP_001070676.1_619	lcl|NC_002758.2_prot_WP_001070676.1_611	lcl|NC_017333.1_prot_WP_001070693.1_679	lcl|NC_002745.2_prot_WP_001070676.1_584	lcl|NC_007622.1_prot_WP_001070665.1_575	lcl|NC_007795.1_prot_YP_499130.1_508
7	7	1	lcl|NC_009782.1_prot_WP_001071136.1_1460	lcl|NC_009641.1_prot_WP_001071135.1_1452	lcl|NC_002758.2_prot_WP_001071136.1_1459	lcl|NC_017333.1_prot_WP_001071162.1_1441	lcl|NC_002745.2_prot_WP_001071136.1_1344	lcl|NC_007622.1_prot_WP_001071149.1_1331	lcl|NC_007795.1_prot_YP_499886.1_1240
7	7	1	lcl|NC_009782.1_prot_WP_001071595.1_2797	lcl|NC_009641.1_prot_WP_001071567.1_2851	lcl|NC_002758.2_prot_WP_001071595.1_2796	lcl|NC_017333.1_prot_WP_001071573.1_2767	lcl|NC_002745.2_prot_WP_001071595.1_2688	lcl|NC_007622.1_prot_WP_001077808.1_2656	lcl|NC_007795.1_prot_YP_501368.1_2639
7	7	1	lcl|NC_009782.1_prot_WP_001071729.1_2824	lcl|NC_009641.1_prot_WP_001071717.1_2877	lcl|NC_002758.2_prot_WP_001071729.1_2823	lcl|NC_017333.1_prot_WP_001071718.1_2792	lcl|NC_002745.2_prot_WP_001071729.1_2723	lcl|NC_007622.1_prot_WP_001071717.1_2681	lcl|NC_007795.1_prot_YP_501394.1_2664
7	7	1	lcl|NC_009782.1_prot_WP_001071971.1_665	lcl|NC_009641.1_prot_WP_001071973.1_685	lcl|NC_002758.2_prot_WP_001071971.1_664	lcl|NC_017333.1_prot_WP_001071971.1_739	lcl|NC_002745.2_prot_WP_001071971.1_637	lcl|NC_007622.1_prot_WP_001071971.1_633	lcl|NC_007795.1_prot_YP_499191.1_567
3	3	1	lcl|NC_009782.1_prot_WP_001072795.1_943	lcl|NC_009641.1_prot_WP_001072795.1_331	lcl|NC_002758.2_prot_WP_001072795.1_942	*	*	*	*
7	7	1	lcl|NC_009782.1_prot_WP_001074342.1_1252	lcl|NC_009641.1_prot_WP_001074342.1_1237	lcl|NC_002758.2_prot_WP_001074342.1_1251	lcl|NC_017333.1_prot_WP_001074350.1_1239	lcl|NC_002745.2_prot_WP_001074342.1_1136	lcl|NC_007622.1_prot_WP_001074349.1_1125	lcl|NC_007795.1_prot_YP_499672.1_1034
7	7	1	lcl|NC_009782.1_prot_WP_001074405.1_908	lcl|NC_009641.1_prot_WP_001074405.1_902	lcl|NC_002758.2_prot_WP_001074405.1_907	lcl|NC_017333.1_prot_WP_001074405.1_949	lcl|NC_002745.2_prot_WP_001074405.1_865	lcl|NC_007622.1_prot_WP_001074413.1_845	lcl|NC_007795.1_prot_YP_499405.1_773
7	7	1	lcl|NC_009782.1_prot_WP_001074473.1_570	lcl|NC_009641.1_prot_WP_001074474.1_576	lcl|NC_002758.2_prot_WP_001074473.1_569	lcl|NC_017333.1_prot_WP_001074473.1_635	lcl|NC_002745.2_prot_WP_001074473.1_542	lcl|NC_007622.1_prot_WP_001074473.1_532	lcl|NC_007795.1_prot_YP_499089.2_467
7	7	1	lcl|NC_009782.1_prot_WP_001074490.1_708	lcl|NC_009641.1_prot_WP_000818255.1_727	lcl|NC_002758.2_prot_WP_001074490.1_707	lcl|NC_017333.1_prot_WP_001805574.1_781	lcl|NC_002745.2_prot_WP_001074490.1_680	lcl|NC_007622.1_prot_WP_000818254.1_674	lcl|NC_007795.1_prot_YP_499233.1_607
7	7	1	lcl|NC_009782.1_prot_WP_001074534.1_1123	lcl|NC_009641.1_prot_WP_001074508.1_1045	lcl|NC_002758.2_prot_WP_001074534.1_1122	lcl|NC_017333.1_prot_WP_001074523.1_1110	lcl|NC_002745.2_prot_WP_001074534.1_1007	lcl|NC_007622.1_prot_WP_001074505.1_998	lcl|NC_007795.1_prot_YP_499546.1_911
7	7	1	lcl|NC_009782.1_prot_WP_001074619.1_573	lcl|NC_009641.1_prot_WP_001074619.1_579	lcl|NC_002758.2_prot_WP_001074619.1_572	lcl|NC_017333.1_prot_WP_001074619.1_638	lcl|NC_002745.2_prot_WP_001074622.1_545	lcl|NC_007622.1_prot_WP_001074619.1_535	lcl|NC_007795.1_prot_YP_499092.1_470
7	7	1	lcl|NC_009782.1_prot_WP_001074749.1_831	lcl|NC_009641.1_prot_WP_001074749.1_850	lcl|NC_002758.2_prot_WP_001074749.1_830	lcl|NC_017333.1_prot_WP_001074744.1_898	lcl|NC_002745.2_prot_WP_001074749.1_803	lcl|NC_007622.1_prot_WP_001074739.1_793	lcl|NC_007795.1_prot_YP_499352.1_723
7	7	1	lcl|NC_009782.1_prot_WP_001075809.1_105	lcl|NC_009641.1_prot_WP_001075826.1_56	lcl|NC_002758.2_prot_WP_001075809.1_105	lcl|NC_017333.1_prot_WP_001075823.1_120	lcl|NC_002745.2_prot_WP_001075809.1_105	lcl|NC_007622.1_prot_WP_001075811.1_51	lcl|NC_007795.1_prot_YP_498662.1_54
7	7	1	lcl|NC_009782.1_prot_WP_001076673.1_2644	lcl|NC_009641.1_prot_WP_001076671.1_2698	lcl|NC_002758.2_prot_WP_001076673.1_2643	lcl|NC_017333.1_prot_WP_001076668.1_2626	lcl|NC_002745.2_prot_WP_001076673.1_2535	lcl|NC_007622.1_prot_WP_001072887.1_2517	lcl|NC_007795.1_prot_YP_501214.1_2494
7	7	1	lcl|NC_009782.1_prot_WP_001077635.1_1386	lcl|NC_009641.1_prot_WP_001077635.1_1371	lcl|NC_002758.2_prot_WP_001077635.1_1385	lcl|NC_017333.1_prot_WP_001072706.1_1374	lcl|NC_002745.2_prot_WP_001077635.1_1270	lcl|NC_007622.1_prot_WP_001077635.1_1260	lcl|NC_007795.1_prot_YP_499807.1_1165
7	7	1	lcl|NC_009782.1_prot_WP_001077685.1_1073	lcl|NC_009641.1_prot_WP_001077683.1_994	lcl|NC_002758.2_prot_WP_001077685.1_1072	lcl|NC_017333.1_prot_WP_001077683.1_1060	lcl|NC_002745.2_prot_WP_001077683.1_957	lcl|NC_007622.1_prot_WP_001077683.1_946	lcl|NC_007795.1_prot_YP_499495.1_862
7	7	1	lcl|NC_009782.1_prot_WP_001077725.1_332	lcl|NC_009641.1_prot_WP_001077722.1_294	lcl|NC_002758.2_prot_WP_001077725.1_332	lcl|NC_017333.1_prot_WP_001077706.1_343	lcl|NC_002745.2_prot_WP_001077725.1_332	lcl|NC_007622.1_prot_WP_001077701.1_283	lcl|NC_007795.1_prot_YP_498889.1_272
6	6	1	lcl|NC_009782.1_prot_WP_001077823.1_2898	lcl|NC_009641.1_prot_WP_001077826.1_2952	lcl|NC_002758.2_prot_WP_001077823.1_2897	*	lcl|NC_002745.2_prot_WP_001077823.1_2797	lcl|NC_007622.1_prot_WP_001077820.1_2756	lcl|NC_007795.1_prot_YP_501467.1_2734
7	7	1	lcl|NC_009782.1_prot_WP_001078309.1_2351	lcl|NC_009641.1_prot_WP_001078309.1_2405	lcl|NC_002758.2_prot_WP_001078309.1_2350	lcl|NC_017333.1_prot_WP_001078310.1_2342	lcl|NC_002745.2_prot_WP_001078309.1_2243	lcl|NC_007622.1_prot_WP_001078309.1_2232	lcl|NC_007795.1_prot_YP_500918.1_2218
7	7	1	lcl|NC_009782.1_prot_WP_001078461.1_120	lcl|NC_009641.1_prot_WP_001078456.1_71	lcl|NC_002758.2_prot_WP_001078461.1_120	lcl|NC_017333.1_prot_WP_001078456.1_133	lcl|NC_002745.2_prot_WP_001078461.1_120	lcl|NC_007622.1_prot_WP_001078467.1_66	lcl|NC_007795.1_prot_YP_498676.1_68
7	7	1	lcl|NC_009782.1_prot_WP_001080281.1_2619	lcl|NC_009641.1_prot_WP_001080281.1_2672	lcl|NC_002758.2_prot_WP_001080281.1_2618	lcl|NC_017333.1_prot_WP_001080281.1_2604	lcl|NC_002745.2_prot_WP_001080281.1_2510	lcl|NC_007622.1_prot_WP_001080281.1_2494	lcl|NC_007795.1_prot_YP_501190.1_2471
7	7	1	lcl|NC_009782.1_prot_WP_001080466.1_1179	lcl|NC_009641.1_prot_WP_001080462.1_1101	lcl|NC_002758.2_prot_WP_001080466.1_1178	lcl|NC_017333.1_prot_WP_001080460.1_1166	lcl|NC_002745.2_prot_WP_001080466.1_1063	lcl|NC_007622.1_prot_WP_001080458.1_1053	lcl|NC_007795.1_prot_YP_499600.1_965
7	7	1	lcl|NC_009782.1_prot_WP_001080809.1_686	lcl|NC_009641.1_prot_WP_001080809.1_705	lcl|NC_002758.2_prot_WP_001080809.1_685	lcl|NC_017333.1_prot_WP_001080809.1_759	lcl|NC_002745.2_prot_WP_001080809.1_658	lcl|NC_007622.1_prot_WP_001080809.1_653	lcl|NC_007795.1_prot_YP_499211.1_586
7	7	1	lcl|NC_009782.1_prot_WP_001080824.1_2398	lcl|NC_009641.1_prot_WP_001080824.1_2451	lcl|NC_002758.2_prot_WP_001080824.1_2397	lcl|NC_017333.1_prot_WP_001080824.1_2386	lcl|NC_002745.2_prot_WP_001080824.1_2290	lcl|NC_007622.1_prot_WP_001080824.1_2275	lcl|NC_007795.1_prot_YP_500967.1_2265
6	6	1	lcl|NC_009782.1_prot_WP_001081351.1_1106	lcl|NC_009641.1_prot_WP_001081351.1_1028	lcl|NC_002758.2_prot_WP_001081351.1_1105	lcl|NC_017333.1_prot_WP_001081332.1_1092	lcl|NC_002745.2_prot_WP_001081351.1_990	*	lcl|NC_007795.1_prot_YP_499529.1_894
7	7	1	lcl|NC_009782.1_prot_WP_001081626.1_1020	lcl|NC_009641.1_prot_WP_001081626.1_939	lcl|NC_002758.2_prot_WP_001081626.1_1019	lcl|NC_017333.1_prot_WP_001081626.1_984	lcl|NC_002745.2_prot_WP_001081626.1_904	lcl|NC_007622.1_prot_WP_001081627.1_890	lcl|NC_007795.1_prot_YP_499441.1_809
7	7	1	lcl|NC_009782.1_prot_WP_001081640.1_15	lcl|NC_009641.1_prot_WP_001081634.1_15	lcl|NC_002758.2_prot_WP_001081640.1_15	lcl|NC_017333.1_prot_WP_001081643.1_15	lcl|NC_002745.2_prot_WP_001081640.1_15	lcl|NC_007622.1_prot_WP_001081646.1_15	lcl|NC_007795.1_prot_YP_498622.1_14
7	7	1	lcl|NC_009782.1_prot_WP_001081693.1_2660	lcl|NC_009641.1_prot_WP_001081682.1_2713	lcl|NC_002758.2_prot_WP_001081693.1_2659	lcl|NC_017333.1_prot_WP_001081687.1_2638	lcl|NC_002745.2_prot_WP_001081693.1_2551	lcl|NC_007622.1_prot_WP_001081682.1_2531	lcl|NC_007795.1_prot_YP_501229.1_2508
7	7	1	lcl|NC_009782.1_prot_WP_001083506.1_2825	lcl|NC_009641.1_prot_WP_001083499.1_2878	lcl|NC_002758.2_prot_WP_001083499.1_2824	lcl|NC_017333.1_prot_WP_001083496.1_2793	lcl|NC_002745.2_prot_WP_001083499.1_2724	lcl|NC_007622.1_prot_WP_000093375.1_2682	lcl|NC_007795.1_prot_YP_501395.1_2665
5	5	1	lcl|NC_009782.1_prot_WP_001083967.1_2145	lcl|NC_009641.1_prot_WP_001031454.1_2209	lcl|NC_002758.2_prot_WP_001083967.1_2144	*	lcl|NC_002745.2_prot_WP_001031454.1_2027	*	lcl|NC_007795.1_prot_YP_500091.1_1434
7	7	1	lcl|NC_009782.1_prot_WP_001084442.1_189	lcl|NC_009641.1_prot_WP_001084440.1_146	lcl|NC_002758.2_prot_WP_001084442.1_189	lcl|NC_017333.1_prot_WP_001084428.1_202	lcl|NC_002745.2_prot_WP_001084442.1_189	lcl|NC_007622.1_prot_WP_001084446.1_139	lcl|NC_007795.1_prot_YP_498749.1_137
7	7	1	lcl|NC_009782.1_prot_WP_001085183.1_839	lcl|NC_009641.1_prot_WP_001085185.1_858	lcl|NC_002758.2_prot_WP_001085183.1_838	lcl|NC_017333.1_prot_WP_001085185.1_906	lcl|NC_002745.2_prot_WP_001085183.1_811	lcl|NC_007622.1_prot_WP_001085185.1_801	lcl|NC_007795.1_prot_YP_499360.1_731
7	7	1	lcl|NC_009782.1_prot_WP_001085219.1_559	lcl|NC_009641.1_prot_WP_001085220.1_565	lcl|NC_002758.2_prot_WP_001085219.1_558	lcl|NC_017333.1_prot_WP_001085219.1_624	lcl|NC_002745.2_prot_WP_001085219.1_531	lcl|NC_007622.1_prot_WP_001085219.1_521	lcl|NC_007795.1_prot_YP_499080.2_458
7	7	1	lcl|NC_009782.1_prot_WP_001085507.1_833	lcl|NC_009641.1_prot_WP_001085505.1_852	lcl|NC_002758.2_prot_WP_001085507.1_832	lcl|NC_017333.1_prot_WP_001085505.1_900	lcl|NC_002745.2_prot_WP_001085507.1_805	lcl|NC_007622.1_prot_WP_001085496.1_795	lcl|NC_007795.1_prot_YP_499354.1_725
