number Species	Genes	Alg.-Conn.	r1.faa	r2.faa	r3.faa	r4.faa	r5.faa	r6.faa	r7.faa
1	1	0	*	*	WP_041804646.1	*	*	*	*
1	1	0	*	*	WP_041804655.1	*	*	*	*
1	1	0	*	*	WP_041804657.1	*	*	*	*
1	1	0	*	*	WP_041804671.1	*	*	*	*
1	1	0	*	*	WP_041804675.1	*	*	*	*
1	1	0	*	*	WP_041804685.1	*	*	*	*
1	1	0	*	*	WP_041804687.1	*	*	*	*
1	1	0	*	*	WP_041804694.1	*	*	*	*
1	1	0	*	*	WP_041804708.1	*	*	*	*
1	1	0	*	*	WP_041804710.1	*	*	*	*
1	1	0	*	*	WP_041804715.1	*	*	*	*
1	1	0	*	*	WP_041804720.1	*	*	*	*
1	1	0	*	*	WP_041804727.1	*	*	*	*
1	1	0	*	*	WP_041804738.1	*	*	*	*
1	1	0	*	*	WP_041804742.1	*	*	*	*
1	1	0	*	*	WP_041804745.1	*	*	*	*
1	1	0	*	*	WP_041804755.1	*	*	*	*
1	1	0	*	*	WP_041804948.1	*	*	*	*
1	1	0	*	*	WP_081178349.1	*	*	*	*
1	1	0	*	*	WP_081178357.1	*	*	*	*
1	1	0	*	*	WP_081178366.1	*	*	*	*
1	1	0	*	*	WP_081178374.1	*	*	*	*
1	1	0	*	*	WP_081178386.1	*	*	*	*
1	1	0	*	*	WP_081178401.1	*	*	*	*
1	1	0	*	*	WP_081178407.1	*	*	*	*
1	1	0	*	*	WP_081178417.1	*	*	*	*
1	1	0	*	*	WP_081178440.1	*	*	*	*
1	1	0	*	*	WP_081178463.1	*	*	*	*
1	1	0	*	*	WP_081178483.1	*	*	*	*
1	1	0	*	*	WP_081178486.1	*	*	*	*
1	1	0	*	*	WP_081178488.1	*	*	*	*
1	1	0	*	*	WP_081178490.1	*	*	*	*
1	1	0	*	*	WP_081178495.1	*	*	*	*
1	1	0	*	*	WP_081178498.1	*	*	*	*
1	1	0	*	*	WP_081178504.1	*	*	*	*
1	1	0	*	*	WP_081178506.1	*	*	*	*
1	1	0	*	*	WP_081178510.1	*	*	*	*
1	1	0	*	*	WP_081178512.1	*	*	*	*
1	1	0	*	*	WP_081178532.1	*	*	*	*
1	1	0	*	*	WP_081178539.1	*	*	*	*
1	1	0	*	*	WP_081178545.1	*	*	*	*
1	1	0	*	*	WP_081178551.1	*	*	*	*
1	1	0	*	*	WP_081178553.1	*	*	*	*
1	1	0	*	*	WP_081423306.1	*	*	*	*
1	1	0	*	*	WP_081423307.1	*	*	*	*
1	1	0	*	*	WP_081423308.1	*	*	*	*
1	1	0	*	*	WP_081423309.1	*	*	*	*
1	1	0	*	*	WP_081423310.1	*	*	*	*
1	1	0	*	*	WP_081423311.1	*	*	*	*
1	1	0	*	*	WP_081423313.1	*	*	*	*
1	1	0	*	*	WP_081423314.1	*	*	*	*
1	1	0	*	*	WP_081423316.1	*	*	*	*
1	1	0	*	*	WP_081423318.1	*	*	*	*
1	1	0	*	*	WP_081423320.1	*	*	*	*
1	1	0	*	*	WP_081423321.1	*	*	*	*
1	1	0	*	*	WP_081423322.1	*	*	*	*
1	1	0	*	*	WP_081423324.1	*	*	*	*
1	1	0	*	*	WP_081423325.1	*	*	*	*
1	1	0	*	*	WP_081423327.1	*	*	*	*
1	1	0	*	*	WP_081423328.1	*	*	*	*
1	1	0	*	*	WP_081423329.1	*	*	*	*
1	1	0	*	*	WP_081423332.1	*	*	*	*
1	1	0	*	*	WP_081423333.1	*	*	*	*
1	1	0	*	*	WP_081423334.1	*	*	*	*
1	1	0	*	*	WP_081423335.1	*	*	*	*
1	1	0	*	*	WP_081423336.1	*	*	*	*
1	1	0	*	*	WP_081423337.1	*	*	*	*
1	1	0	*	*	WP_081423338.1	*	*	*	*
1	1	0	*	*	WP_081423339.1	*	*	*	*
1	1	0	*	*	WP_081423340.1	*	*	*	*
1	1	0	*	*	WP_081423344.1	*	*	*	*
1	1	0	*	*	WP_081423347.1	*	*	*	*
1	1	0	*	*	WP_081423353.1	*	*	*	*
1	1	0	*	*	WP_081423354.1	*	*	*	*
1	1	0	*	*	WP_081423355.1	*	*	*	*
1	1	0	*	*	WP_081423356.1	*	*	*	*
1	1	0	WP_004996507.1	*	*	*	*	*	*
1	1	0	WP_004998106.1	*	*	*	*	*	*
1	1	0	WP_010976706.1	*	*	*	*	*	*
1	1	0	WP_010976708.1	*	*	*	*	*	*
1	1	0	WP_010976711.1	*	*	*	*	*	*
1	1	0	WP_010976724.1	*	*	*	*	*	*
1	1	0	WP_010976725.1	*	*	*	*	*	*
1	1	0	WP_010976738.1	*	*	*	*	*	*
1	1	0	WP_010976744.1	*	*	*	*	*	*
1	1	0	WP_010976775.1	*	*	*	*	*	*
1	1	0	WP_010976796.1	*	*	*	*	*	*
1	1	0	WP_010976797.1	*	*	*	*	*	*
1	1	0	WP_010976810.1	*	*	*	*	*	*
1	1	0	WP_010976812.1	*	*	*	*	*	*
1	1	0	WP_010976885.1	*	*	*	*	*	*
1	1	0	WP_010976916.1	*	*	*	*	*	*
1	1	0	WP_010976957.1	*	*	*	*	*	*
1	1	0	WP_010976958.1	*	*	*	*	*	*
1	1	0	WP_010976962.1	*	*	*	*	*	*
1	1	0	WP_010977006.1	*	*	*	*	*	*
1	1	0	WP_010977027.1	*	*	*	*	*	*
1	1	0	WP_010977048.1	*	*	*	*	*	*
1	1	0	WP_010977083.1	*	*	*	*	*	*
1	1	0	WP_010977114.1	*	*	*	*	*	*
1	1	0	WP_010977118.1	*	*	*	*	*	*
1	1	0	WP_010977128.1	*	*	*	*	*	*
1	1	0	WP_010977129.1	*	*	*	*	*	*
1	1	0	WP_010977130.1	*	*	*	*	*	*
1	1	0	WP_010977140.1	*	*	*	*	*	*
1	1	0	WP_010977141.1	*	*	*	*	*	*
1	1	0	WP_010977147.1	*	*	*	*	*	*
1	1	0	WP_010977153.1	*	*	*	*	*	*
1	1	0	WP_010977158.1	*	*	*	*	*	*
1	1	0	WP_010977160.1	*	*	*	*	*	*
1	1	0	WP_010977170.1	*	*	*	*	*	*
1	1	0	WP_010977206.1	*	*	*	*	*	*
1	1	0	WP_010977209.1	*	*	*	*	*	*
1	1	0	WP_010977249.1	*	*	*	*	*	*
1	1	0	WP_010977254.1	*	*	*	*	*	*
1	1	0	WP_010977267.1	*	*	*	*	*	*
1	1	0	WP_010977270.1	*	*	*	*	*	*
1	1	0	WP_010977271.1	*	*	*	*	*	*
1	1	0	WP_010977272.1	*	*	*	*	*	*
1	1	0	WP_010977273.1	*	*	*	*	*	*
1	1	0	WP_010977279.1	*	*	*	*	*	*
1	1	0	WP_010977280.1	*	*	*	*	*	*
1	1	0	WP_010977311.1	*	*	*	*	*	*
1	1	0	WP_010977316.1	*	*	*	*	*	*
1	1	0	WP_010977340.1	*	*	*	*	*	*
1	1	0	WP_010977369.1	*	*	*	*	*	*
1	1	0	WP_010977385.1	*	*	*	*	*	*
1	1	0	WP_010977396.1	*	*	*	*	*	*
1	1	0	WP_010977399.1	*	*	*	*	*	*
1	1	0	WP_010977405.1	*	*	*	*	*	*
1	1	0	WP_010977422.1	*	*	*	*	*	*
1	1	0	WP_010977441.1	*	*	*	*	*	*
1	1	0	WP_010977443.1	*	*	*	*	*	*
1	1	0	WP_010977446.1	*	*	*	*	*	*
1	1	0	WP_010977465.1	*	*	*	*	*	*
1	1	0	WP_010977466.1	*	*	*	*	*	*
1	1	0	WP_010977473.1	*	*	*	*	*	*
1	1	0	WP_010977478.1	*	*	*	*	*	*
1	1	0	WP_010977480.1	*	*	*	*	*	*
1	1	0	WP_010977492.1	*	*	*	*	*	*
1	1	0	WP_010977505.1	*	*	*	*	*	*
1	1	0	WP_010977519.1	*	*	*	*	*	*
1	1	0	WP_010977522.1	*	*	*	*	*	*
1	1	0	WP_010977535.1	*	*	*	*	*	*
1	1	0	WP_010977536.1	*	*	*	*	*	*
1	1	0	WP_010977550.1	*	*	*	*	*	*
1	1	0	WP_010977603.1	*	*	*	*	*	*
1	1	0	WP_010977618.1	*	*	*	*	*	*
1	1	0	WP_010977691.1	*	*	*	*	*	*
1	1	0	WP_010977693.1	*	*	*	*	*	*
1	1	0	WP_010977704.1	*	*	*	*	*	*
1	1	0	WP_010977727.1	*	*	*	*	*	*
1	1	0	WP_010977737.1	*	*	*	*	*	*
1	1	0	WP_010977746.1	*	*	*	*	*	*
1	1	0	WP_010977747.1	*	*	*	*	*	*
1	1	0	WP_010977749.1	*	*	*	*	*	*
1	1	0	WP_010977806.1	*	*	*	*	*	*
1	1	0	WP_010977820.1	*	*	*	*	*	*
1	1	0	WP_010977821.1	*	*	*	*	*	*
1	1	0	WP_010977852.1	*	*	*	*	*	*
1	1	0	WP_010977869.1	*	*	*	*	*	*
1	1	0	WP_010977877.1	*	*	*	*	*	*
1	1	0	WP_010977901.1	*	*	*	*	*	*
1	1	0	WP_010977903.1	*	*	*	*	*	*
1	1	0	WP_010977905.1	*	*	*	*	*	*
1	1	0	WP_010977906.1	*	*	*	*	*	*
1	1	0	WP_010977917.1	*	*	*	*	*	*
1	1	0	WP_010977921.1	*	*	*	*	*	*
1	1	0	WP_014273887.1	*	*	*	*	*	*
1	1	0	WP_014410791.1	*	*	*	*	*	*
1	1	0	WP_014411028.1	*	*	*	*	*	*
1	1	0	WP_014419975.1	*	*	*	*	*	*
1	1	0	WP_016728081.1	*	*	*	*	*	*
1	1	0	WP_016769756.1	*	*	*	*	*	*
1	1	0	WP_016830575.1	*	*	*	*	*	*
1	1	0	WP_016830594.1	*	*	*	*	*	*
1	1	0	WP_016830649.1	*	*	*	*	*	*
1	1	0	WP_016830652.1	*	*	*	*	*	*
1	1	0	WP_016830799.1	*	*	*	*	*	*
1	1	0	WP_016830818.1	*	*	*	*	*	*
1	1	0	WP_016830826.1	*	*	*	*	*	*
1	1	0	WP_016830827.1	*	*	*	*	*	*
1	1	0	WP_016830934.1	*	*	*	*	*	*
1	1	0	WP_029374477.1	*	*	*	*	*	*
1	1	0	WP_032850493.1	*	*	*	*	*	*
1	1	0	WP_041471728.1	*	*	*	*	*	*
1	1	0	WP_041471729.1	*	*	*	*	*	*
1	1	0	WP_041471732.1	*	*	*	*	*	*
1	1	0	WP_041471743.1	*	*	*	*	*	*
1	1	0	WP_041471751.1	*	*	*	*	*	*
1	1	0	WP_041471760.1	*	*	*	*	*	*
1	1	0	WP_041471764.1	*	*	*	*	*	*
1	1	0	WP_041471767.1	*	*	*	*	*	*
1	1	0	WP_041471769.1	*	*	*	*	*	*
1	1	0	WP_049824312.1	*	*	*	*	*	*
1	1	0	WP_049824313.1	*	*	*	*	*	*
1	1	0	WP_071597767.1	*	*	*	*	*	*
1	1	0	WP_071597770.1	*	*	*	*	*	*
1	1	0	WP_071597775.1	*	*	*	*	*	*
1	1	0	WP_071597779.1	*	*	*	*	*	*
1	1	0	WP_071597781.1	*	*	*	*	*	*
1	1	0	WP_071597784.1	*	*	*	*	*	*
1	1	0	WP_071597789.1	*	*	*	*	*	*
1	1	0	WP_071597792.1	*	*	*	*	*	*
1	1	0	WP_071597793.1	*	*	*	*	*	*
1	1	0	WP_071597808.1	*	*	*	*	*	*
1	1	0	WP_071597809.1	*	*	*	*	*	*
1	1	0	WP_071597812.1	*	*	*	*	*	*
1	1	0	WP_071597814.1	*	*	*	*	*	*
1	1	0	WP_071597845.1	*	*	*	*	*	*
1	1	0	WP_080582477.1	*	*	*	*	*	*
1	1	0	WP_081420702.1	*	*	*	*	*	*
1	1	0	WP_081420706.1	*	*	*	*	*	*
1	1	0	WP_081420708.1	*	*	*	*	*	*
1	1	0	WP_081420709.1	*	*	*	*	*	*
1	1	0	WP_081420713.1	*	*	*	*	*	*
1	1	0	WP_081420714.1	*	*	*	*	*	*
1	1	0	WP_081420717.1	*	*	*	*	*	*
1	1	0	WP_081420720.1	*	*	*	*	*	*
1	1	0	WP_081420723.1	*	*	*	*	*	*
1	1	0	WP_081420732.1	*	*	*	*	*	*
1	1	0	WP_081420733.1	*	*	*	*	*	*
1	1	0	WP_081420734.1	*	*	*	*	*	*
1	1	0	WP_081420735.1	*	*	*	*	*	*
1	1	0	WP_081420736.1	*	*	*	*	*	*
1	1	0	WP_081420743.1	*	*	*	*	*	*
1	1	0	WP_081420746.1	*	*	*	*	*	*
1	1	0	*	*	*	WP_012150233.1	*	*	*
1	1	0	*	*	*	WP_012150252.1	*	*	*
1	1	0	*	*	*	WP_012150268.1	*	*	*
1	1	0	*	*	*	WP_012150269.1	*	*	*
1	1	0	*	*	*	WP_012150279.1	*	*	*
1	1	0	*	*	*	WP_012150284.1	*	*	*
1	1	0	*	*	*	WP_012150296.1	*	*	*
1	1	0	*	*	*	WP_012150299.1	*	*	*
1	1	0	*	*	*	WP_012150339.1	*	*	*
1	1	0	*	*	*	WP_012150444.1	*	*	*
1	1	0	*	*	*	WP_012150464.1	*	*	*
1	1	0	*	*	*	WP_012150470.1	*	*	*
1	1	0	*	*	*	WP_012150473.1	*	*	*
1	1	0	*	*	*	WP_012150490.1	*	*	*
1	1	0	*	*	*	WP_012150534.1	*	*	*
1	1	0	*	*	*	WP_012150579.1	*	*	*
1	1	0	*	*	*	WP_012150624.1	*	*	*
1	1	0	*	*	*	WP_012150627.1	*	*	*
1	1	0	*	*	*	WP_012150648.1	*	*	*
1	1	0	*	*	*	WP_012150670.1	*	*	*
1	1	0	*	*	*	WP_012150699.1	*	*	*
1	1	0	*	*	*	WP_012150713.1	*	*	*
1	1	0	*	*	*	WP_012150716.1	*	*	*
1	1	0	*	*	*	WP_012150730.1	*	*	*
1	1	0	*	*	*	WP_012150798.1	*	*	*
1	1	0	*	*	*	WP_012150819.1	*	*	*
1	1	0	*	*	*	WP_012150820.1	*	*	*
1	1	0	*	*	*	WP_012150824.1	*	*	*
1	1	0	*	*	*	WP_012150826.1	*	*	*
1	1	0	*	*	*	WP_012150837.1	*	*	*
1	1	0	*	*	*	WP_012150845.1	*	*	*
1	1	0	*	*	*	WP_012150891.1	*	*	*
1	1	0	*	*	*	WP_012150928.1	*	*	*
1	1	0	*	*	*	WP_012150929.1	*	*	*
1	1	0	*	*	*	WP_012150931.1	*	*	*
1	1	0	*	*	*	WP_012150937.1	*	*	*
1	1	0	*	*	*	WP_012150939.1	*	*	*
1	1	0	*	*	*	WP_012150950.1	*	*	*
1	1	0	*	*	*	WP_012150960.1	*	*	*
1	1	0	*	*	*	WP_012150969.1	*	*	*
1	1	0	*	*	*	WP_012150976.1	*	*	*
1	1	0	*	*	*	WP_012151005.1	*	*	*
1	1	0	*	*	*	WP_012151008.1	*	*	*
1	1	0	*	*	*	WP_012151011.1	*	*	*
1	1	0	*	*	*	WP_012151031.1	*	*	*
1	1	0	*	*	*	WP_012151037.1	*	*	*
1	1	0	*	*	*	WP_012151053.1	*	*	*
1	1	0	*	*	*	WP_012151081.1	*	*	*
1	1	0	*	*	*	WP_012151105.1	*	*	*
1	1	0	*	*	*	WP_012151108.1	*	*	*
1	1	0	*	*	*	WP_012151129.1	*	*	*
1	1	0	*	*	*	WP_012151131.1	*	*	*
1	1	0	*	*	*	WP_012151132.1	*	*	*
1	1	0	*	*	*	WP_012151174.1	*	*	*
1	1	0	*	*	*	WP_012151175.1	*	*	*
1	1	0	*	*	*	WP_012151247.1	*	*	*
1	1	0	*	*	*	WP_012151254.1	*	*	*
1	1	0	*	*	*	WP_012151258.1	*	*	*
1	1	0	*	*	*	WP_012151269.1	*	*	*
1	1	0	*	*	*	WP_012151270.1	*	*	*
1	1	0	*	*	*	WP_012151283.1	*	*	*
1	1	0	*	*	*	WP_012151316.1	*	*	*
1	1	0	*	*	*	WP_012151364.1	*	*	*
1	1	0	*	*	*	WP_012151368.1	*	*	*
1	1	0	*	*	*	WP_012151369.1	*	*	*
1	1	0	*	*	*	WP_012151418.1	*	*	*
1	1	0	*	*	*	WP_012151443.1	*	*	*
1	1	0	*	*	*	WP_012151444.1	*	*	*
1	1	0	*	*	*	WP_012151447.1	*	*	*
1	1	0	*	*	*	WP_012151456.1	*	*	*
1	1	0	*	*	*	WP_012262182.1	*	*	*
1	1	0	*	*	*	WP_012262183.1	*	*	*
1	1	0	*	*	*	WP_012262198.1	*	*	*
1	1	0	*	*	*	WP_012262245.1	*	*	*
1	1	0	*	*	*	WP_012262259.1	*	*	*
1	1	0	*	*	*	WP_012262265.1	*	*	*
1	1	0	*	*	*	WP_012262273.1	*	*	*
1	1	0	*	*	*	WP_012262367.1	*	*	*
1	1	0	*	*	*	WP_012262369.1	*	*	*
1	1	0	*	*	*	WP_012262370.1	*	*	*
1	1	0	*	*	*	WP_012262389.1	*	*	*
1	1	0	*	*	*	WP_012262411.1	*	*	*
1	1	0	*	*	*	WP_012262413.1	*	*	*
1	1	0	*	*	*	WP_012262430.1	*	*	*
1	1	0	*	*	*	WP_012262431.1	*	*	*
1	1	0	*	*	*	WP_012262572.1	*	*	*
1	1	0	*	*	*	WP_012262616.1	*	*	*
1	1	0	*	*	*	WP_014362278.1	*	*	*
1	1	0	*	*	*	WP_014362300.1	*	*	*
1	1	0	*	*	*	WP_014362322.1	*	*	*
1	1	0	*	*	*	WP_014362325.1	*	*	*
1	1	0	*	*	*	WP_014362345.1	*	*	*
1	1	0	*	*	*	WP_014362346.1	*	*	*
1	1	0	*	*	*	WP_014362348.1	*	*	*
1	1	0	*	*	*	WP_014362362.1	*	*	*
1	1	0	*	*	*	WP_014362372.1	*	*	*
1	1	0	*	*	*	WP_014362380.1	*	*	*
1	1	0	*	*	*	WP_014362385.1	*	*	*
1	1	0	*	*	*	WP_014362453.1	*	*	*
1	1	0	*	*	*	WP_014362522.1	*	*	*
1	1	0	*	*	*	WP_014362603.1	*	*	*
1	1	0	*	*	*	WP_014362923.1	*	*	*
1	1	0	*	*	*	WP_014362971.1	*	*	*
1	1	0	*	*	*	WP_014363173.1	*	*	*
1	1	0	*	*	*	WP_041472333.1	*	*	*
1	1	0	*	*	*	WP_041472423.1	*	*	*
1	1	0	*	*	*	WP_041472431.1	*	*	*
1	1	0	*	*	*	WP_041472433.1	*	*	*
1	1	0	*	*	*	WP_041472435.1	*	*	*
1	1	0	*	*	*	WP_041472436.1	*	*	*
1	1	0	*	*	*	WP_041472441.1	*	*	*
1	1	0	*	*	*	WP_041472460.1	*	*	*
1	1	0	*	*	*	WP_041472472.1	*	*	*
1	1	0	*	*	*	WP_041472474.1	*	*	*
1	1	0	*	*	*	WP_041472475.1	*	*	*
1	1	0	*	*	*	WP_041472477.1	*	*	*
1	1	0	*	*	*	WP_041472478.1	*	*	*
1	1	0	*	*	*	WP_042442075.1	*	*	*
1	1	0	*	*	*	WP_075807892.1	*	*	*
1	1	0	*	*	*	WP_075807893.1	*	*	*
1	1	0	*	*	*	WP_075807902.1	*	*	*
1	1	0	*	*	*	WP_075807907.1	*	*	*
1	1	0	*	*	*	WP_075807922.1	*	*	*
1	1	0	*	*	*	WP_075807924.1	*	*	*
1	1	0	*	*	*	WP_075807925.1	*	*	*
1	1	0	*	*	*	WP_075807926.1	*	*	*
1	1	0	*	*	*	WP_075807934.1	*	*	*
1	1	0	*	*	*	WP_075807944.1	*	*	*
1	1	0	*	*	*	WP_075807945.1	*	*	*
1	1	0	*	*	*	WP_075807946.1	*	*	*
1	1	0	*	*	*	WP_075807948.1	*	*	*
1	1	0	*	*	*	WP_075807950.1	*	*	*
1	1	0	*	*	*	WP_075807953.1	*	*	*
1	1	0	*	*	*	WP_075807956.1	*	*	*
1	1	0	*	*	*	WP_075807957.1	*	*	*
1	1	0	*	*	*	WP_075807962.1	*	*	*
1	1	0	*	*	*	WP_080508210.1	*	*	*
1	1	0	*	*	*	WP_080508214.1	*	*	*
1	1	0	*	*	*	WP_080508215.1	*	*	*
1	1	0	*	*	*	WP_080508220.1	*	*	*
1	1	0	*	*	*	WP_080508230.1	*	*	*
1	1	0	*	*	*	WP_080508232.1	*	*	*
1	1	0	*	*	*	WP_080508235.1	*	*	*
1	1	0	*	*	*	WP_080508240.1	*	*	*
1	1	0	*	*	*	WP_080508246.1	*	*	*
1	1	0	*	*	*	WP_080508247.1	*	*	*
1	1	0	*	*	*	WP_080581263.1	*	*	*
1	1	0	*	*	*	WP_080581264.1	*	*	*
1	1	0	*	*	*	WP_080581266.1	*	*	*
1	1	0	*	*	*	WP_080581267.1	*	*	*
1	1	0	*	*	*	*	WP_013006733.1	*	*
1	1	0	*	*	*	*	WP_013006740.1	*	*
1	1	0	*	*	*	*	WP_013006747.1	*	*
1	1	0	*	*	*	*	WP_013006750.1	*	*
1	1	0	*	*	*	*	WP_013006751.1	*	*
1	1	0	*	*	*	*	WP_013006754.1	*	*
1	1	0	*	*	*	*	WP_014386940.1	*	*
1	1	0	*	*	*	*	WP_014386941.1	*	*
1	1	0	*	*	*	*	WP_014386946.1	*	*
1	1	0	*	*	*	*	WP_014386947.1	*	*
1	1	0	*	*	*	*	WP_014386949.1	*	*
1	1	0	*	*	*	*	WP_014386950.1	*	*
1	1	0	*	*	*	*	WP_014386951.1	*	*
1	1	0	*	*	*	*	WP_014386961.1	*	*
1	1	0	*	*	*	*	WP_014386962.1	*	*
1	1	0	*	*	*	*	WP_014391621.1	*	*
1	1	0	*	*	*	*	WP_014391654.1	*	*
1	1	0	*	*	*	*	WP_014391678.1	*	*
1	1	0	*	*	*	*	WP_014391701.1	*	*
1	1	0	*	*	*	*	WP_014391718.1	*	*
1	1	0	*	*	*	*	WP_014391743.1	*	*
1	1	0	*	*	*	*	WP_014391804.1	*	*
1	1	0	*	*	*	*	WP_014391887.1	*	*
1	1	0	*	*	*	*	WP_014391947.1	*	*
1	1	0	*	*	*	*	WP_014391949.1	*	*
1	1	0	*	*	*	*	WP_014392018.1	*	*
1	1	0	*	*	*	*	WP_014392085.1	*	*
1	1	0	*	*	*	*	WP_014392147.1	*	*
1	1	0	*	*	*	*	WP_014392243.1	*	*
1	1	0	*	*	*	*	WP_014392300.1	*	*
1	1	0	*	*	*	*	WP_014392301.1	*	*
1	1	0	*	*	*	*	WP_014392350.1	*	*
1	1	0	*	*	*	*	WP_014392356.1	*	*
1	1	0	*	*	*	*	WP_014392424.1	*	*
1	1	0	*	*	*	*	WP_014392483.1	*	*
1	1	0	*	*	*	*	WP_014392505.1	*	*
1	1	0	*	*	*	*	WP_014392509.1	*	*
1	1	0	*	*	*	*	WP_014392590.1	*	*
1	1	0	*	*	*	*	WP_014392643.1	*	*
1	1	0	*	*	*	*	WP_014392728.1	*	*
1	1	0	*	*	*	*	WP_014392852.1	*	*
1	1	0	*	*	*	*	WP_041860477.1	*	*
1	1	0	*	*	*	*	WP_041860479.1	*	*
1	1	0	*	*	*	*	WP_041860480.1	*	*
1	1	0	*	*	*	*	WP_041860512.1	*	*
1	1	0	*	*	*	*	WP_041860514.1	*	*
1	1	0	*	*	*	*	WP_041860528.1	*	*
1	1	0	*	*	*	*	WP_041860535.1	*	*
1	1	0	*	*	*	*	WP_041860545.1	*	*
1	1	0	*	*	*	*	WP_041860547.1	*	*
1	1	0	*	*	*	*	WP_041860593.1	*	*
1	1	0	*	*	*	*	WP_041860594.1	*	*
1	1	0	*	*	*	*	WP_041860616.1	*	*
1	1	0	*	*	*	*	WP_041860633.1	*	*
1	1	0	*	*	*	*	WP_045799328.1	*	*
1	1	0	*	*	*	*	WP_045799378.1	*	*
1	1	0	*	*	*	*	WP_045799419.1	*	*
1	1	0	*	*	*	*	WP_045800075.1	*	*
1	1	0	*	*	*	*	WP_045800138.1	*	*
1	1	0	*	*	*	*	WP_045800147.1	*	*
1	1	0	*	*	*	*	WP_045800189.1	*	*
1	1	0	*	*	*	*	WP_045800190.1	*	*
1	1	0	*	*	*	*	WP_045800239.1	*	*
1	1	0	*	*	*	*	WP_045800262.1	*	*
1	1	0	*	*	*	*	WP_045800338.1	*	*
1	1	0	*	*	*	*	WP_045800373.1	*	*
1	1	0	*	*	*	*	WP_045800412.1	*	*
1	1	0	*	*	*	*	WP_045800452.1	*	*
1	1	0	*	*	*	*	WP_050982605.1	*	*
1	1	0	*	*	*	*	WP_050982615.1	*	*
1	1	0	*	*	*	*	WP_050982632.1	*	*
1	1	0	*	*	*	*	WP_053350860.1	*	*
1	1	0	*	*	*	*	WP_053350877.1	*	*
1	1	0	*	*	*	*	WP_053350915.1	*	*
1	1	0	*	*	*	*	WP_053350948.1	*	*
1	1	0	*	*	*	*	WP_053350974.1	*	*
1	1	0	*	*	*	*	WP_053350975.1	*	*
1	1	0	*	*	*	*	WP_053351001.1	*	*
1	1	0	*	*	*	*	WP_053351017.1	*	*
1	1	0	*	*	*	*	WP_053351031.1	*	*
1	1	0	*	*	*	*	WP_053351032.1	*	*
1	1	0	*	*	*	*	WP_053351041.1	*	*
1	1	0	*	*	*	*	WP_053351051.1	*	*
1	1	0	*	*	*	*	WP_053351055.1	*	*
1	1	0	*	*	*	*	WP_053351062.1	*	*
1	1	0	*	*	*	*	WP_053351064.1	*	*
1	1	0	*	*	*	*	WP_053351065.1	*	*
1	1	0	*	*	*	*	WP_053351066.1	*	*
1	1	0	*	*	*	*	WP_053351068.1	*	*
1	1	0	*	*	*	*	WP_053351069.1	*	*
1	1	0	*	*	*	*	WP_053351070.1	*	*
1	1	0	*	*	*	*	WP_053351071.1	*	*
1	1	0	*	*	*	*	WP_053351075.1	*	*
1	1	0	*	*	*	*	WP_053351076.1	*	*
1	1	0	*	*	*	*	WP_053351077.1	*	*
1	1	0	*	*	*	*	WP_053351079.1	*	*
1	1	0	*	*	*	*	WP_053351080.1	*	*
1	1	0	*	*	*	*	WP_053351081.1	*	*
1	1	0	*	*	*	*	WP_053351088.1	*	*
1	1	0	*	*	*	*	WP_053351117.1	*	*
1	1	0	*	*	*	*	WP_053351148.1	*	*
1	1	0	*	*	*	*	WP_053351155.1	*	*
1	1	0	*	*	*	*	WP_053351156.1	*	*
1	1	0	*	*	*	*	WP_053351157.1	*	*
1	1	0	*	*	*	*	WP_053351158.1	*	*
1	1	0	*	*	*	*	WP_053351159.1	*	*
1	1	0	*	*	*	*	WP_053351160.1	*	*
1	1	0	*	*	*	*	WP_053351161.1	*	*
1	1	0	*	*	*	*	WP_053351162.1	*	*
1	1	0	*	*	*	*	WP_053351166.1	*	*
1	1	0	*	*	*	*	WP_053351168.1	*	*
1	1	0	*	*	*	*	WP_053351170.1	*	*
1	1	0	*	*	*	*	WP_053351171.1	*	*
1	1	0	*	*	*	*	WP_053351172.1	*	*
1	1	0	*	*	*	*	WP_053351173.1	*	*
1	1	0	*	*	*	*	WP_053351174.1	*	*
1	1	0	*	*	*	*	WP_053351175.1	*	*
1	1	0	*	*	*	*	WP_053351178.1	*	*
1	1	0	*	*	*	*	WP_053351179.1	*	*
1	1	0	*	*	*	*	WP_070097796.1	*	*
1	1	0	*	*	*	*	WP_081120751.1	*	*
1	1	0	*	*	*	*	WP_081120753.1	*	*
1	1	0	*	*	*	*	WP_081120756.1	*	*
1	1	0	*	*	*	*	WP_081120779.1	*	*
1	1	0	*	*	*	*	WP_081120786.1	*	*
1	1	0	*	*	*	*	WP_081120789.1	*	*
1	1	0	*	*	*	*	WP_081120818.1	*	*
1	1	0	*	*	*	*	WP_081120841.1	*	*
1	1	0	*	*	*	*	WP_081120843.1	*	*
1	1	0	*	*	*	*	WP_081120853.1	*	*
1	1	0	*	*	*	*	WP_081120858.1	*	*
1	1	0	*	*	*	*	WP_081120871.1	*	*
1	1	0	*	*	*	*	WP_081120913.1	*	*
1	1	0	*	*	*	*	WP_081120921.1	*	*
1	1	0	*	*	*	*	WP_081120923.1	*	*
1	1	0	*	*	*	*	WP_081120936.1	*	*
1	1	0	*	*	*	*	WP_081120950.1	*	*
1	1	0	*	*	*	*	WP_081120951.1	*	*
1	1	0	*	*	*	*	WP_081120964.1	*	*
